planes,wind_degree
3,341
2,345
1,343
1,334
2,338
2,6
0,26
0,262
0,249
0,272
1,270
0,281
0,249
1,256
3,276
2,268
2,279
3,295
1,298
0,297
1,309
1,316
3,310
0,309
0,80
0,93
0,119
0,142
1,146
0,146
2,146
1,144
0,150
0,153
0,162
0,168
0,183
0,204
2,228
2,132
0,91
0,189
0,185
1,194
0,213
0,232
0,231
0,226
1,234
0,245
0,265
3,262
0,300
0,338
0,345
1,5
0,289
0,281
0,46
0,49
0,49
0,53
0,61
0,66
0,70
0,73
0,73
0,75
0,76
0,74
0,72
0,77
0,72
0,68
0,61
0,135
0,134
0,135
0,138
0,142
0,145
0,150
0,148
0,147
0,145
3,147
2,148
1,147
0,144
1,138
1,136
0,140
0,54
0,83
0,96
0,136
0,140
0,134
0,120
0,119
0,111
0,109
0,108
0,111
1,86
5,57
1,81
0,112
0,128
0,18
0,25
0,30
0,18
0,19
0,16
0,17
0,28
0,23
0,27
0,30
0,37
0,43
0,56
0,53
1,47
0,45
0,146
0,148
1,154
1,157
0,160
0,164
1,171
1,183
2,201
0,214
3,235
0,244
3,244
1,237
1,270
1,7
0,72
0,150
0,151
3,158
1,159
0,167
0,175
0,189
0,204
1,209
1,216
1,220
1,225
0,220
0,222
0,222
0,264
0,292
0,17
0,22
1,324
0,3
0,323
0,302
0,279
1,267
0,281
0,303
1,320
0,338
1,342
0,326
0,330
0,326
1,305
0,199
1,24
1,14
0,24
0,48
0,56
0,62
0,70
0,63
0,67
0,64
0,61
0,66
0,64
0,61
0,65
0,90
1,154
0,156
1,160
0,156
0,155
1,174
1,190
2,194
0,194
0,227
3,241
0,264
2,338
0,15
1,28
1,8
0,15
0,14
0,22
0,17
0,17
0,13
0,14
0,13
0,10
0,8
0,7
0,6
0,4
0,8
0,5
0,8
0,7
0,356
0,140
0,133
0,146
0,148
0,152
0,150
0,152
1,134
0,124
0,135
0,123
0,125
0,134
1,123
2,129
0,118
0,109
0,57
0,59
0,58
0,58
0,62
0,59
0,64
0,77
0,74
0,71
0,74
0,76
0,76
0,71
0,70
0,72
0,73
0,298
0,309
1,15
0,30
0,36
0,45
0,40
0,68
0,107
0,116
0,54
0,51
0,53
0,54
0,55
0,60
0,58
0,4
0,16
1,33
0,35
0,37
1,39
0,40
0,37
0,33
0,38
0,36
1,36
0,50
0,51
0,61
1,45
1,22
0,327
0,317
3,320
0,331
0,343
0,2
0,4
0,3
1,356
0,7
0,8
0,1
0,355
3,359
0,334
1,349
0,355
0,156
0,134
2,154
0,163
0,167
0,166
0,172
1,173
1,176
0,174
3,113
2,119
0,106
0,75
2,70
0,75
0,95
0,30
0,37
0,36
0,29
0,34
0,28
0,26
0,30
0,33
0,39
0,41
0,43
0,47
0,47
0,42
0,37
0,43
0,335
0,338
2,10
0,11
1,7
0,0
0,0
0,9
0,14
0,3
1,7
0,12
0,20
0,49
0,80
0,89
0,91
0,41
0,48
0,48
0,51
0,60
0,59
0,60
0,84
0,79
0,73
0,70
0,71
0,74
0,73
0,67
0,66
0,64
0,224
0,254
1,265
0,262
0,271
2,286
1,300
0,311
1,316
2,319
2,324
1,326
0,325
2,328
1,324
2,335
1,347
0,346
0,309
0,192
0,227
0,251
2,277
2,297
0,317
1,323
1,323
2,332
0,335
0,333
0,337
2,345
4,4
0,25
0,52
1,60
1,60
1,124
1,177
2,191
2,179
0,272
0,280
1,234
2,244
1,251
2,255
0,266
0,240
1,216
1,195
0,140
0,114
2,123
0,144
0,159
4,160
1,142
1,165
0,154
1,174
0,303
1,345
0,3
0,7
0,13
0,15
0,18
0,275
0,245
2,212
2,299
0,327
0,349
1,348
2,352
0,351
0,358
1,352
0,2
0,11
0,13
0,18
0,13
0,4
1,35
1,40
0,53
0,59
0,53
0,47
0,47
0,51
0,50
0,49
0,52
0,54
0,54
0,53
0,63
0,52
0,53
0,160
0,167
0,179
0,181
0,194
3,231
0,235
0,247
0,237
1,227
2,220
1,242
0,233
0,170
1,151
4,134
0,136
0,148
0,166
1,178
0,188
0,210
2,230
0,228
1,224
2,225
1,226
2,236
2,242
0,238
0,219
1,180
0,173
0,346
1,239
0,242
0,254
0,259
1,265
1,255
1,258
1,270
0,274
0,284
2,292
0,297
1,296
0,296
0,294
1,284
0,262
0,96
0,137
1,190
1,195
0,190
3,203
2,249
1,252
2,269
3,277
3,296
2,323
4,27
4,239
1,239
3,11
0,22
0,6
0,352
2,358
0,17
0,37
0,41
0,37
0,34
1,29
0,42
3,41
2,42
0,52
1,53
0,54
2,61
0,47
0,205
0,216
2,227
0,236
2,231
1,236
1,233
1,234
0,246
1,245
3,250
1,247
0,248
1,233
1,235
1,222
0,217
0,198
1,186
1,198
0,230
0,239
1,240
0,232
2,212
2,200
2,206
4,207
1,201
0,184
0,188
3,184
1,178
0,195
0,201
0,207
3,207
0,230
0,235
4,231
1,232
0,233
1,232
0,241
3,241
0,227
1,216
1,208
2,200
3,181
0,171
0,45
0,60
0,36
0,36
0,46
0,52
0,55
0,68
0,65
0,59
0,48
0,43
0,52
1,55
0,64
0,90
0,142
1,22
0,20
1,28
0,34
0,38
1,29
0,28
0,27
1,26
0,25
0,14
0,12
0,18
0,18
0,9
0,12
0,23
0,58
0,62
1,47
3,127
0,149
2,130
2,57
2,28
2,20
0,19
0,15
0,17
0,16
0,9
0,358
2,3
0,16
0,156
0,167
0,176
0,188
1,233
1,246
1,257
0,254
1,265
0,276
2,272
3,260
0,277
1,286
0,321
0,312
0,299
1,3
0,13
0,18
0,45
0,50
0,53
0,59
0,51
0,43
0,40
0,44
0,44
0,45
0,41
0,27
2,25
0,15
0,13
0,13
0,13
0,20
0,19
0,20
0,21
0,23
0,21
0,21
0,17
0,16
0,16
0,16
0,12
0,5
0,2
0,294
0,240
1,264
2,255
2,280
3,304
1,311
2,301
0,297
0,287
2,284
3,281
2,288
0,276
1,262
0,327
0,356
0,262
0,247
1,233
0,229
1,240
3,263
1,284
1,282
1,285
1,278
3,277
1,271
0,270
0,277
0,203
1,187
0,205
0,16
0,18
0,18
1,16
0,17
0,11
0,2
0,3
0,6
0,358
0,1
0,355
0,355
0,360
0,4
0,14
0,33
0,167
0,190
5,229
0,240
0,229
2,232
0,236
2,241
2,253
1,266
0,271
1,274
3,288
0,302
1,322
1,334
1,338
0,179
0,214
0,233
1,233
1,244
2,240
1,272
1,276
1,299
0,303
0,314
2,322
0,332
0,347
0,1
1,10
0,348
0,306
0,312
2,303
1,307
2,312
2,305
2,299
4,302
1,312
1,297
0,291
3,302
4,309
2,307
4,299
3,301
0,294
0,351
0,2
3,9
0,21
0,10
0,7
0,4
0,5
0,351
0,6
1,12
0,13
0,30
0,44
0,53
2,59
0,68
0,42
0,43
0,50
0,53
0,54
0,52
0,54
0,58
0,63
0,63
0,62
0,61
0,62
0,62
0,57
0,56
0,65
0,23
0,20
1,8
0,11
2,19
1,29
0,41
0,54
0,51
0,56
0,56
0,59
0,59
0,59
0,52
0,53
0,57
1,46
0,62
1,69
0,82
1,68
0,59
0,58
0,60
0,61
0,60
0,55
0,68
0,72
0,73
0,72
0,72
0,78
0,234
0,236
0,252
0,257
0,264
2,266
1,272
3,276
0,278
2,282
2,286
2,287
1,296
0,293
0,289
1,289
0,277
0,87
0,91
0,101
0,124
1,128
1,143
0,164
0,151
0,162
0,173
0,181
1,202
1,251
0,282
2,269
2,57
0,68
1,30
1,36
0,44
0,44
1,35
1,27
0,20
0,16
0,18
0,23
0,24
0,28
0,30
0,28
0,25
0,21
0,34
0,231
0,230
0,229
0,224
2,232
1,243
3,244
1,252
1,269
0,266
0,267
0,265
2,266
1,263
2,276
0,255
0,229
1,287
0,294
3,310
5,334
2,323
1,327
1,340
2,345
1,349
2,353
0,356
0,350
0,347
0,349
0,350
0,352
0,13
0,42
0,35
0,42
0,41
0,39
0,43
0,48
0,55
0,56
0,58
0,56
0,58
0,54
0,49
0,36
0,47
0,75
0,156
0,158
1,160
0,164
0,170
0,175
0,213
3,225
0,232
0,239
3,249
0,257
0,289
0,254
2,234
0,212
2,213
0,2
0,359
1,12
0,12
0,17
0,2
0,7
0,10
0,17
0,13
0,14
0,18
0,27
0,47
0,65
0,73
0,72
0,151
0,168
0,177
0,205
1,203
1,213
2,325
1,326
1,325
3,331
1,332
2,339
1,347
0,346
1,349
0,21
0,19
0,205
0,223
0,237
0,244
0,243
1,250
1,243
2,252
2,257
2,262
3,267
2,291
2,307
1,334
0,354
2,47
0,158
0,187
0,187
2,206
1,207
1,203
1,220
4,220
2,209
0,214
1,236
0,259
6,267
2,276
0,273
0,257
2,243
2,226
0,255
1,251
1,239
1,232
2,240
2,225
1,245
3,247
2,241
3,243
0,246
2,252
0,257
1,294
0,307
2,304
2,319
0,104
0,118
0,136
0,155
0,163
0,167
0,163
0,166
1,183
1,206
1,219
0,234
2,240
2,246
4,219
1,132
0,285
0,209
0,206
1,219
1,226
0,226
3,235
1,232
1,235
2,242
1,240
1,239
1,236
0,237
0,239
0,227
0,203
3,195
0,219
0,236
4,240
3,242
2,242
3,238
2,242
3,277
4,290
1,309
1,309
1,329
2,345
4,339
0,353
2,320
0,326
0,5
0,11
0,14
0,17
0,16
0,7
0,349
0,352
0,2
0,351
0,358
0,358
0,1
0,2
0,353
3,347
0,347
0,12
0,22
1,19
0,9
0,6
0,39
0,33
0,62
0,60
0,60
0,73
0,72
0,46
0,37
1,21
0,22
0,17
0,10
0,11
1,20
0,63
0,62
0,25
0,20
0,70
0,100
0,100
1,109
0,106
0,99
0,87
0,71
